fullName,teamMarket,playerId,height,mpg,gp,drtgPlayer,ortgPlayer,ws,ows,dws,rapm,orapm,drapm,stl,blk,stlPg,blkPg,conf
Shadasia Brackens,North Texas,2127714,71.0,7.51,30,84.55,99.17,0.94,0.43,0.51,-1.88,-0.25,-1.62,8,5,0.27,0.17,AAC
Idara Udo,UTSA,2126065,73.0,24.18,31,83.48,96.27,3.03,1.25,1.77,3.97,1.06,2.9,24,25,0.77,0.81,AAC
Elise Hill,Tulsa,2126395,67.0,28.83,22,91.48,93.38,1.72,0.76,0.97,-2.12,-1.12,-1.0,31,3,1.41,0.14,AAC
Kristina Godfrey,Fla. Atlantic,2147650,70.0,12.61,30,97.99,72.81,0.06,-0.25,0.31,0.01,-0.24,0.25,10,2,0.33,0.07,AAC
Genevive Wedemeyer,UAB,2137734,68.0,7.96,28,100.34,72.1,-0.02,-0.15,0.13,0.32,-0.9,1.22,4,0,0.14,0.0,AAC
Kaylah Turner,Temple,2143571,66.0,19.57,30,88.06,92.35,1.98,0.88,1.1,4.39,1.32,3.08,33,3,1.1,0.1,AAC
Jade Weathersby,UAB,2137732,74.0,28.52,31,87.67,93.77,2.93,1.22,1.7,-2.3,-0.87,-1.43,26,32,0.84,1.03,AAC
Pace Rickard,Rice,2133424,66.0,2.54,6,93.6,42.76,-0.1,-0.12,0.02,,,,1,0,0.17,0.0,AAC
Evie Van Der Woude,Fla. Atlantic,2147651,77.0,7.58,21,93.39,30.17,-0.45,-0.66,0.21,-0.15,0.43,-0.58,4,7,0.19,0.33,AAC
Jeniffer Silva,South Fla.,2272739,76.0,3.56,8,86.7,77.38,0.04,-0.01,0.06,,,,0,1,0.0,0.12,AAC
Amy Thompson,South Fla.,2272738,70.0,7.65,7,101.58,99.73,0.08,0.06,0.02,-2.29,-1.63,-0.67,0,0,0.0,0.0,AAC
Yana Karamfilova,South Fla.,2272741,74.0,3.69,13,90.28,101.93,0.14,0.07,0.08,,,,1,4,0.08,0.31,AAC
Raina Tomasicka,South Fla.,2272740,71.0,5.67,27,96.16,81.05,0.13,-0.03,0.16,0.06,-0.28,0.34,3,2,0.11,0.07,AAC
Brooklyn Alexander,Tulsa,2282156,73.0,1.71,12,90.26,95.22,0.06,0.02,0.03,,,,1,0,0.08,0.0,AAC
Kennedi Alexander,Tulsa,2282158,73.0,10.24,29,88.11,78.96,0.44,-0.12,0.56,-1.4,-1.58,0.18,13,9,0.45,0.31,AAC
Sadie Shores,Tulane,2283124,70.0,24.26,30,92.12,73.12,0.45,-0.6,1.05,-0.24,0.09,-0.33,16,9,0.53,0.3,AAC
Kendall Sneed,Tulane,2283117,68.0,28.25,30,85.29,83.83,2.01,0.18,1.83,-0.76,0.22,-0.97,53,18,1.77,0.6,AAC
Chania Price,North Texas,2293068,71.0,9.32,34,83.2,71.63,0.41,-0.35,0.76,-1.36,-1.03,-0.33,18,3,0.53,0.09,AAC
Alana Rouser,Fla. Atlantic,2301377,72.0,17.4,28,85.55,67.35,0.41,-0.64,1.05,-0.62,-0.36,-0.25,24,22,0.86,0.79,AAC
Emaya Lewis,Fla. Atlantic,2301374,75.0,8.62,22,88.14,65.15,-0.02,-0.37,0.36,-1.29,-2.28,0.99,6,9,0.27,0.41,AAC
Gwendlyn McGrew,North Texas,2293067,70.0,3.7,18,85.63,54.95,-0.1,-0.24,0.14,-0.09,0.1,-0.19,2,0,0.11,0.0,AAC
KP Parr,Wichita St.,2302155,64.0,19.0,31,92.35,73.48,0.4,-0.44,0.84,-6.58,-6.14,-0.44,34,1,1.1,0.03,AAC
Lovisa Asbrink Hose,Fla. Atlantic,2301376,78.0,14.31,22,91.78,79.63,0.39,-0.08,0.47,1.43,0.34,1.09,6,12,0.27,0.55,AAC
Erin Rodgers,Fla. Atlantic,2301378,72.0,22.37,12,93.51,89.51,0.66,0.31,0.35,0.55,-1.47,2.02,8,4,0.67,0.33,AAC
Jasmine Peaks,Wichita St.,2302166,66.0,15.95,26,99.06,75.88,0.08,-0.22,0.3,-0.28,-0.06,-0.22,13,0,0.5,0.0,AAC
Jill Twiehaus,Rice,2313612,70.0,6.0,14,96.24,106.21,0.29,0.21,0.09,-0.57,0.03,-0.6,3,0,0.21,0.0,AAC
Princess Anderson,Wichita St.,2302165,67.0,14.28,26,89.88,82.75,0.66,0.03,0.62,0.36,-0.12,0.49,31,0,1.19,0.0,AAC
Maimouna Sissoko,Wichita St.,2302167,75.0,8.75,20,91.74,63.84,-0.07,-0.33,0.26,-2.9,-2.97,0.06,2,1,0.1,0.05,AAC
Devin Hagemann,East Carolina,2306430,66.0,23.22,32,91.93,77.96,0.79,-0.3,1.09,-0.02,-0.42,0.41,30,3,0.94,0.09,AAC
Taylor Ross,UTSA,2321471,73.0,6.42,23,78.75,95.23,0.63,0.2,0.42,-1.25,-0.54,-0.71,3,12,0.13,0.52,AAC
Mia Hammonds,UTSA,2321470,75.0,8.02,16,83.08,48.22,0.0,-0.3,0.31,-0.32,-0.58,0.25,3,2,0.19,0.12,AAC
Damara Allen,UTSA,2321469,70.0,12.43,30,85.64,87.45,0.97,0.17,0.8,-0.4,-1.42,1.01,13,8,0.43,0.27,AAC
Kelian Cedano,Temple,2329898,69.0,5.14,20,86.5,90.02,0.29,0.08,0.21,-0.07,0.4,-0.47,6,1,0.3,0.05,AAC
Felicia Jacobs,Temple,2329899,74.0,7.78,28,86.99,59.55,0.17,-0.26,0.43,-1.87,-2.62,0.75,7,6,0.25,0.21,AAC
Adena Webster,Temple,2329897,68.0,3.91,4,89.55,74.52,0.01,-0.02,0.03,,,,1,0,0.25,0.0,AAC
Savannah Curry,Temple,2329900,71.0,8.26,31,85.85,87.06,0.65,0.11,0.54,2.17,0.71,1.46,16,5,0.52,0.16,AAC
Aniah Alexis,Rice,2313613,73.0,19.28,33,90.48,89.59,1.54,0.5,1.03,-0.89,-1.22,0.32,20,10,0.61,0.3,AAC
Emilia Dannebauer,UTSA,2321472,76.0,2.79,8,89.65,34.48,-0.09,-0.13,0.04,,,,0,1,0.0,0.12,AAC
Tamya Smith,Memphis,2334086,74.0,13.64,28,105.2,88.13,0.26,0.23,0.03,-2.73,-1.62,-1.12,13,5,0.46,0.18,AAC
Journey Armstead,UAB,2342994,68.0,29.51,23,94.51,91.51,1.62,0.81,0.82,2.47,1.78,0.7,29,1,1.26,0.04,AAC
Whitney Sullivan,Tulsa,2282157,75.0,1.68,1,101.54,,,,0.0,,,,0,0,0.0,0.0,AAC
Alexandra Wilkinson,Temple,2125264,74.0,1.82,2,100.65,,,,0.0,,,,0,0,0.0,0.0,AAC
Brynn Eshoo,Tulsa,2295647,74.0,3.74,2,79.35,,,,0.02,,,,1,1,0.5,0.5,AAC
Cali Smallwood,UAB,2141023,69.0,1.18,3,106.9,,,,-0.0,,,,0,0,0.0,0.0,AAC
Valentina Monzo,UAB,2137733,74.0,1.99,7,90.68,150.58,0.07,0.05,0.02,,,,1,1,0.14,0.14,AAC
Jaylee Womack,Tulane,1892513,70.0,2.37,8,94.45,49.29,-0.01,-0.04,0.02,,,,1,0,0.12,0.0,AAC
Sydney Mains,Fla. Atlantic,2301375,70.0,9.22,3,97.73,,,,0.02,-0.34,-0.32,-0.02,0,0,0.0,0.0,AAC
McKinley Dickerson,Wyoming,1317456,71.0,14.05,28,93.27,98.78,1.26,0.74,0.52,2.06,2.59,-0.53,11,4,0.39,0.14,MWC
Adryana Quezada,San Diego St.,1320934,70.0,22.52,32,92.38,108.38,3.21,2.18,1.03,1.18,1.04,0.14,19,9,0.59,0.28,MWC
Jazlen Green,San Diego St.,1334318,71.0,14.15,30,90.93,97.0,1.23,0.55,0.67,1.7,-0.01,1.71,21,10,0.7,0.33,MWC
Kim Villalobos,San Diego St.,1586488,72.0,23.06,33,83.54,92.02,2.77,0.97,1.8,0.7,0.79,-0.09,47,29,1.42,0.88,MWC
Meghan Fiso,San Diego St.,1589651,70.0,14.21,29,95.5,57.66,-0.38,-0.83,0.45,-0.1,-0.02,-0.08,9,5,0.31,0.17,MWC
Lexie Givens,Nevada,1591037,72.0,30.93,30,97.43,106.47,3.44,2.61,0.83,0.77,1.56,-0.78,28,15,0.93,0.5,MWC
Aaliyah Alexander,UNLV,1592637,68.0,29.27,34,96.06,112.08,3.85,2.82,1.03,8.29,5.19,3.1,25,2,0.74,0.06,MWC
Ola Ustowska,Wyoming,1597808,70.0,23.83,31,93.38,86.01,1.14,0.17,0.97,0.97,-1.0,1.97,20,8,0.65,0.26,MWC
Cali Clark,San Diego St.,1605261,75.0,22.57,32,80.85,106.13,3.68,1.76,1.91,1.3,0.81,0.49,38,40,1.19,1.25,MWC
Mary Kay Naro,Boise St.,1611966,71.0,28.37,30,98.24,93.01,1.23,0.55,0.68,1.8,1.08,0.72,35,18,1.17,0.6,MWC
Elodie Lalotte,Boise St.,1611971,73.0,15.65,31,94.65,97.5,1.47,0.9,0.57,2.86,1.16,1.7,18,8,0.58,0.26,MWC
Abby Muse,Boise St.,1611972,74.0,21.37,31,89.06,105.26,2.57,1.4,1.18,0.24,1.27,-1.03,25,64,0.81,2.06,MWC
Hannah Simental,Colorado St.,1612222,68.0,29.04,30,96.51,105.37,2.71,1.85,0.86,1.72,1.53,0.19,39,2,1.3,0.07,MWC
Victoria Davis,Nevada,1615274,64.0,23.62,30,99.78,97.08,1.62,1.17,0.46,-0.82,-0.46,-0.36,31,1,1.03,0.03,MWC
Emma Ronsiek,Colorado St.,1615296,73.0,37.88,30,96.0,107.96,5.15,3.96,1.19,5.14,3.48,1.66,24,9,0.8,0.3,MWC
Cheyenne Stubbs,Utah St.,1682451,65.0,34.76,26,107.48,101.19,2.01,2.17,-0.15,-4.14,0.26,-4.4,37,1,1.42,0.04,MWC
Malene Pedersen,Wyoming,1687533,70.0,32.98,32,95.22,120.08,5.52,4.34,1.18,4.6,3.24,1.36,22,3,0.69,0.09,MWC
Amiah Simmons,San Jose St.,1687918,69.0,27.07,23,103.49,102.45,2.02,1.86,0.16,-3.37,0.6,-3.98,22,4,0.96,0.17,MWC
Macie James,UNLV,1688558,71.0,14.38,34,95.21,93.43,1.02,0.47,0.55,-0.62,-0.94,0.32,11,5,0.32,0.15,MWC
Emily Mellema,Wyoming,1689198,71.0,33.0,32,87.8,94.74,3.45,1.45,2.0,4.59,2.24,2.35,67,20,2.09,0.62,MWC
Tess Barnes,Wyoming,1689199,74.0,31.21,31,94.06,98.66,2.73,1.53,1.2,3.43,2.68,0.76,21,11,0.68,0.35,MWC
Allyson Fertig,Wyoming,1689200,76.0,34.06,31,86.58,111.24,6.79,4.65,2.14,6.49,4.36,2.13,16,54,0.52,1.74,MWC
Erin Houpt,San Diego St.,1689703,66.0,15.12,32,97.46,130.04,1.85,1.42,0.43,2.35,1.79,0.56,8,0,0.25,0.0,MWC
Josee Steadman,Boise St.,1692245,72.0,4.98,12,102.35,91.52,0.11,0.09,0.02,0.25,1.22,-0.97,1,2,0.08,0.17,MWC
Vianè Cumber,New Mexico,1696176,70.0,33.37,31,98.09,107.04,3.68,2.83,0.85,3.69,2.63,1.06,24,4,0.77,0.13,MWC
Khylee Pepe,San Diego St.,1696214,71.0,14.32,2,84.14,88.97,0.09,0.02,0.07,0.58,0.06,0.51,3,0,1.5,0.0,MWC
Sophie Sene,Utah St.,1698317,75.0,19.08,27,103.2,81.2,0.09,-0.05,0.14,1.47,0.98,0.5,15,11,0.56,0.41,MWC
Amhyia Moreland,New Mexico,1698363,73.0,14.37,31,86.45,109.82,2.21,1.29,0.91,2.56,2.06,0.5,22,49,0.71,1.58,MWC
Payton Muma,Wyoming,1698596,68.0,6.8,16,96.32,49.17,-0.27,-0.38,0.11,-1.68,-1.07,-0.61,2,1,0.12,0.06,MWC
Alyssa Hargrove,New Mexico,1698644,68.0,31.58,31,93.03,88.81,1.96,0.63,1.33,2.28,2.17,0.1,65,28,2.1,0.9,MWC
Marisa Davis-Jones,San Jose St.,1701178,73.0,9.26,24,104.19,79.27,-0.03,-0.07,0.04,-2.76,-1.35,-1.41,3,1,0.12,0.04,MWC
Saga Ukkonen,Fresno St.,1701805,69.0,30.15,32,103.59,91.0,1.02,0.79,0.23,-0.93,2.03,-2.96,20,4,0.62,0.12,MWC
Sanna Strom,Colorado St.,1702221,72.0,27.79,11,95.69,117.29,1.09,0.76,0.33,1.85,0.07,1.78,5,4,0.45,0.36,MWC
Audrey Roden,Nevada,1710124,69.0,24.4,30,96.55,84.69,0.95,0.23,0.72,1.22,1.56,-0.33,27,16,0.9,0.53,MWC
Hennie van Schaik,San Jose St.,1715826,75.0,18.1,22,98.52,73.49,-0.1,-0.41,0.31,-2.53,-1.65,-0.88,10,14,0.45,0.64,MWC
Kenadee Winfrey,UNLV,1728939,71.0,9.49,23,88.55,103.62,0.82,0.42,0.4,1.6,2.33,-0.72,11,3,0.48,0.13,MWC
Kiara Jackson,UNLV,1728940,67.0,33.35,34,92.58,106.33,4.82,3.22,1.59,2.28,2.51,-0.23,43,1,1.26,0.03,MWC
Alyssa Brown,UNLV,1728943,73.0,26.59,34,82.4,103.15,4.06,1.81,2.24,3.18,2.14,1.03,49,40,1.44,1.18,MWC
Madison Smith,Air Force,1730479,68.0,31.89,31,89.87,97.62,3.78,2.11,1.67,1.94,1.76,0.18,75,6,2.42,0.19,MWC
Jo Huntimer,Air Force,1730490,67.0,30.44,31,91.65,98.08,2.29,0.87,1.41,-0.26,-1.4,1.13,59,7,1.9,0.23,MWC
Linsey Lovrovich,Boise St.,1732354,69.0,3.96,14,101.52,75.83,-0.01,-0.04,0.03,,,,2,0,0.14,0.0,MWC
Jayda Clark,Boise St.,1732366,64.0,8.39,21,104.29,85.05,0.07,0.04,0.03,-0.66,-0.12,-0.54,1,1,0.05,0.05,MWC
Allie Hueckman,Boise St.,1732356,70.0,4.86,13,99.75,104.45,0.17,0.13,0.04,-0.2,-0.38,0.18,2,0,0.15,0.0,MWC
Isabella Tanedo,Utah St.,1890314,65.0,8.22,25,109.28,88.57,0.01,0.09,-0.07,-1.89,-1.19,-0.7,8,0,0.32,0.0,MWC
Hulda Joaquim,New Mexico,1890581,73.0,25.06,31,96.46,120.93,3.01,2.23,0.77,-1.68,-1.25,-0.43,21,19,0.68,0.61,MWC
Laney Amundsen,Fresno St.,1908344,73.0,5.41,18,105.46,80.86,-0.01,-0.01,0.0,-1.39,-0.59,-0.8,1,0,0.06,0.0,MWC
Avery Watkins,Fresno St.,1909046,72.0,6.18,19,100.26,81.39,0.06,-0.01,0.07,-1.76,-0.1,-1.66,3,2,0.16,0.11,MWC
Kennedy Lee,Nevada,1912119,71.0,25.0,8,96.96,113.19,0.86,0.67,0.19,1.64,1.86,-0.22,7,1,0.88,0.12,MWC
Veronica Sheffey,San Diego St.,1912302,69.0,31.07,33,92.76,100.49,3.58,2.16,1.42,5.29,3.36,1.93,43,8,1.3,0.24,MWC
Jadyn Fife,Colorado St.,1923948,72.0,10.64,30,93.54,92.84,0.7,0.29,0.42,2.15,0.02,2.13,9,5,0.3,0.17,MWC
Erica Collins,UNLV,1920407,75.0,3.76,19,88.11,142.39,0.43,0.3,0.13,-0.58,0.38,-0.96,2,3,0.11,0.16,MWC
Joseana Vaz,Colorado St.,1923952,72.0,8.25,22,91.54,98.86,0.54,0.27,0.28,-0.31,-0.22,-0.08,7,7,0.32,0.32,MWC
Marta Leimane,Colorado St.,1923953,72.0,25.34,30,95.09,86.87,1.21,0.35,0.87,2.07,1.17,0.9,19,24,0.63,0.8,MWC
Hannah Ronsiek,Colorado St.,1923958,71.0,33.39,30,89.93,109.42,3.75,2.06,1.69,3.87,3.77,0.1,41,27,1.37,0.9,MWC
Milahnie Perry,Air Force,1924043,67.0,30.79,31,98.25,94.38,2.49,1.73,0.77,1.38,0.84,0.55,32,8,1.03,0.26,MWC
Emily Adams,Air Force,1924049,72.0,13.83,31,91.98,76.38,0.39,-0.24,0.63,-2.88,-2.46,-0.42,21,6,0.68,0.19,MWC
Jasmine Singleton,San Jose St.,1924273,67.0,20.12,30,100.07,73.82,0.06,-0.31,0.37,-5.15,-3.22,-1.93,41,3,1.37,0.1,MWC
Sofia Kelemeni,San Jose St.,1924271,72.0,23.17,13,104.16,92.98,0.4,0.34,0.05,-1.67,-1.0,-0.68,5,4,0.38,0.31,MWC
Mariah Elohim,Fresno St.,1924326,70.0,27.81,32,105.39,92.52,1.02,0.98,0.04,-0.3,0.19,-0.48,16,3,0.5,0.09,MWC
Mia Jacobs,Fresno St.,1925923,74.0,33.68,32,89.33,109.45,6.35,4.46,1.88,2.63,2.31,0.32,61,21,1.91,0.66,MWC
Amelia Raidaveta,Nevada,1926314,74.0,8.6,9,103.5,65.78,-0.09,-0.11,0.02,-1.56,-1.35,-0.22,0,1,0.0,0.11,MWC
Jamisyn Heaton,Utah St.,1935900,70.0,25.09,30,103.35,93.91,1.18,0.98,0.2,-1.32,0.64,-1.95,35,18,1.17,0.6,MWC
Tatum Thompson,Boise St.,1943661,73.0,26.31,30,91.65,108.74,4.05,2.86,1.18,2.11,2.13,-0.02,32,32,1.07,1.07,MWC
Mya Hansen,Boise St.,1943662,69.0,22.6,27,103.77,98.61,1.18,1.04,0.13,2.23,2.54,-0.3,12,2,0.44,0.07,MWC
Dani Bayes,Boise St.,1943664,71.0,22.1,31,97.4,92.87,1.52,0.91,0.61,-0.97,-0.22,-0.75,28,18,0.9,0.58,MWC
Natalie Pasco,Boise St.,1943665,70.0,25.9,31,104.33,108.24,2.5,2.37,0.13,0.75,0.75,0.0,12,7,0.39,0.23,MWC
Holly Griffiths,Fresno St.,2099026,76.0,5.85,29,100.58,91.4,0.28,0.19,0.09,-0.87,-1.27,0.4,2,4,0.07,0.14,MWC
Drew Jordon,New Mexico,2107928,71.0,6.61,17,102.98,107.45,0.31,0.28,0.03,-0.62,0.01,-0.63,0,2,0.0,0.12,MWC
Kati Ollilainen,Wyoming,2110395,69.0,16.36,32,95.11,87.8,0.83,0.24,0.59,-2.5,-2.77,0.26,9,1,0.28,0.03,MWC
Madi Symons,Wyoming,2110396,72.0,10.42,30,92.53,52.12,-0.16,-0.59,0.44,-3.78,-3.22,-0.56,12,3,0.4,0.1,MWC
Djessira Diawara,San Jose St.,2114247,75.0,23.94,30,102.87,99.64,1.39,1.16,0.23,0.6,1.32,-0.72,15,10,0.5,0.33,MWC
Macy Spencer,UNLV,2116938,69.0,10.64,24,94.65,116.92,1.09,0.79,0.3,1.89,1.56,0.33,8,0,0.33,0.0,MWC
McKinna Brackens,UNLV,2116939,73.0,26.87,34,90.9,105.37,3.66,2.21,1.45,4.01,2.15,1.86,27,12,0.79,0.35,MWC
Meadow Roland,UNLV,2116940,74.0,18.77,33,85.69,117.79,4.1,2.78,1.32,4.19,2.85,1.34,18,25,0.55,0.76,MWC
Amarachi Kimpson,UNLV,2116941,68.0,30.97,33,93.21,122.1,5.73,4.36,1.37,6.06,4.8,1.26,41,4,1.24,0.12,MWC
Izzy Sullivan,Nevada,2117116,70.0,29.27,26,105.87,93.23,0.79,0.79,-0.0,-2.94,-0.57,-2.37,12,2,0.46,0.08,MWC
Dymonique Maxie,Nevada,2117117,68.0,30.97,30,98.42,82.36,0.73,0.0,0.73,-0.9,-1.66,0.76,57,9,1.9,0.3,MWC
Rakiyah Jackson,Nevada,2117118,70.0,12.58,29,103.61,95.19,0.45,0.37,0.09,-0.9,-0.55,-0.35,5,3,0.17,0.1,MWC
Charlotte Climenhage,Nevada,2117126,72.0,12.97,10,105.4,,,,0.01,-1.88,-1.21,-0.67,2,0,0.2,0.0,MWC
Olivia Poulivaati,Nevada,2117127,72.0,16.42,27,98.82,92.51,0.69,0.36,0.33,-2.22,-1.16,-1.06,12,10,0.44,0.37,MWC
Imbie Jones,Nevada,2117594,74.0,21.76,28,103.78,97.58,1.02,0.89,0.13,-1.68,-1.05,-0.63,3,3,0.11,0.11,MWC
Jordyn DeVaughn,Air Force,2118673,66.0,14.26,31,99.6,101.38,1.23,0.93,0.29,1.7,1.88,-0.18,12,0,0.39,0.0,MWC
Alexis Cortez,Air Force,2118675,71.0,27.94,26,96.25,82.33,0.74,0.0,0.74,-1.49,-1.52,0.04,35,3,1.35,0.12,MWC
Jayda McNabb,Air Force,2118676,70.0,26.54,31,89.39,112.87,3.72,2.29,1.43,3.2,1.82,1.38,54,31,1.74,1.0,MWC
Keelie O'Hollaren,Air Force,2118677,70.0,23.27,31,97.37,98.64,1.93,1.28,0.65,-0.94,0.09,-1.03,22,8,0.71,0.26,MWC
Marissa Hargrave,Air Force,2118681,68.0,6.38,11,97.17,,,,0.06,-1.85,-0.73,-1.12,2,0,0.18,0.0,MWC
Lara Langermann,New Mexico,2118795,67.0,16.95,28,100.1,75.25,0.05,-0.23,0.29,-0.54,-0.47,-0.08,15,2,0.54,0.07,MWC
Paris Lauro,New Mexico,2118796,73.0,7.5,29,100.03,94.46,0.37,0.23,0.13,-1.65,-0.88,-0.77,2,7,0.07,0.24,MWC
Sydni Summers,San Jose St.,2118920,65.0,28.84,30,107.81,92.86,0.8,0.98,-0.18,-0.95,1.49,-2.44,15,0,0.5,0.0,MWC
Finau Tonga,San Jose St.,2118950,74.0,17.03,25,104.2,96.26,0.88,0.81,0.07,-1.16,1.04,-2.2,6,6,0.24,0.24,MWC
Amira Brown,San Jose St.,2126391,70.0,25.91,30,103.0,77.03,-0.22,-0.45,0.23,-1.35,-1.36,0.01,24,7,0.8,0.23,MWC
Samiana Suguturaga,Utah St.,2137973,71.0,3.43,16,111.33,91.56,-0.0,0.03,-0.03,-0.68,-0.54,-0.14,0,1,0.0,0.06,MWC
Gracie Johnson,Utah St.,2137976,77.0,10.11,25,99.03,70.36,-0.13,-0.32,0.18,-1.42,-0.2,-1.22,5,26,0.2,1.04,MWC
Allyzee Verdan,Utah St.,2137978,74.0,4.46,5,108.75,76.25,-0.01,-0.01,-0.01,-0.33,0.32,-0.65,1,0,0.2,0.0,MWC
Alyssa Christensen,Boise St.,2150652,75.0,7.02,28,93.11,84.48,0.3,0.03,0.26,-0.17,0.82,-0.99,7,5,0.25,0.18,MWC
Taija Sta. Maria,Fresno St.,2154798,66.0,25.93,14,101.41,87.69,0.33,0.16,0.17,0.71,-0.57,1.28,12,2,0.86,0.14,MWC
Malaya LeSueur,Fresno St.,2154800,69.0,7.09,18,101.5,60.4,-0.24,-0.3,0.06,-1.42,-0.6,-0.82,1,1,0.06,0.06,MWC
Maria Konstantinidou,Fresno St.,2154802,74.0,19.14,32,96.77,89.71,1.08,0.49,0.59,-1.48,0.76,-2.24,12,24,0.38,0.75,MWC
Kylee Fox,Fresno St.,2154804,71.0,33.63,32,101.17,101.18,2.26,1.73,0.53,-0.91,-0.65,-0.26,34,7,1.06,0.22,MWC
Destinee Hooks,New Mexico,2273432,69.0,28.59,31,98.44,93.46,2.16,1.46,0.69,0.5,1.34,-0.84,28,9,0.9,0.29,MWC
Lydie Mwamba,New Mexico,2273433,71.0,7.14,11,92.77,124.16,0.4,0.29,0.11,-0.98,0.19,-1.17,4,3,0.36,0.27,MWC
Reza Po,New Mexico,2273434,63.0,9.52,17,98.13,92.46,0.29,0.15,0.13,-0.62,-0.31,-0.32,4,2,0.24,0.12,MWC
Joana Magalhães,New Mexico,2273436,65.0,23.57,31,93.24,86.66,1.31,0.34,0.97,-0.04,0.69,-0.74,43,6,1.39,0.19,MWC
Nayli Padilla,New Mexico,2273435,71.0,13.14,24,95.03,92.03,0.68,0.31,0.36,0.46,-1.99,2.45,12,8,0.5,0.33,MWC
Rylei Waugh,San Jose St.,2281720,66.0,28.27,30,104.9,97.61,1.16,1.07,0.09,-1.85,-0.87,-0.98,29,4,0.97,0.13,MWC
Danae Powell,Fresno St.,2302499,67.0,19.83,26,103.48,94.18,0.68,0.55,0.13,2.07,1.9,0.17,14,3,0.54,0.12,MWC
Rayna Williams,Fresno St.,2302515,72.0,12.92,32,96.68,75.56,0.2,-0.21,0.4,-1.86,-0.86,-0.99,15,11,0.47,0.34,MWC
Teagan Colvin,UNLV,2305841,67.0,6.69,25,93.18,75.61,0.12,-0.1,0.22,2.74,2.02,0.72,7,0,0.28,0.0,MWC
Elli Guiney,UNLV,2305844,71.0,4.24,14,94.71,93.95,0.15,0.08,0.07,-0.98,0.26,-1.24,2,0,0.14,0.0,MWC
Heidur Karlsdottir,Wyoming,2310572,76.0,4.41,15,88.84,83.97,0.13,0.01,0.12,-2.18,-1.58,-0.6,2,2,0.13,0.13,MWC
Karoline Lundin,Wyoming,2310573,69.0,4.05,9,100.05,72.51,-0.03,-0.05,0.02,,,,0,0,0.0,0.0,MWC
Logann Alvar,Wyoming,2310575,72.0,6.37,23,92.9,96.23,0.3,0.1,0.2,-3.49,-2.62,-0.87,2,2,0.09,0.09,MWC
Brooke Carlson,Colorado St.,2311566,68.0,20.69,30,93.91,100.25,2.22,1.43,0.79,-0.02,0.97,-0.99,38,8,1.27,0.27,MWC
Kloe Froebe,Colorado St.,2311567,68.0,19.95,30,96.5,115.56,3.07,2.48,0.59,0.2,0.41,-0.22,13,1,0.43,0.03,MWC
Kaylee Headrick,Colorado St.,2311569,70.0,7.5,25,98.45,111.06,0.57,0.42,0.15,-2.35,0.55,-2.9,2,3,0.08,0.12,MWC
Mia Tarver,Utah St.,2319747,67.0,27.78,28,102.96,77.0,-0.26,-0.49,0.24,-4.78,-2.66,-2.12,59,3,2.11,0.11,MWC
Ava Smith,Utah St.,2319751,68.0,8.76,17,108.6,55.21,-0.41,-0.37,-0.04,-3.43,-2.26,-1.17,6,0,0.35,0.0,MWC
Denae Skelton,Utah St.,2319754,68.0,15.98,26,109.86,83.37,-0.13,0.04,-0.18,-5.76,-1.89,-3.87,10,5,0.38,0.19,MWC
Carlie Latta,Utah St.,2319760,70.0,32.12,31,109.57,101.71,1.1,1.49,-0.39,-2.58,-0.8,-1.78,36,7,1.16,0.23,MWC
Karlie Banks,Utah St.,2319762,71.0,8.55,13,106.84,,,,-0.01,-1.6,-0.94,-0.66,4,0,0.31,0.0,MWC
Elise Livingston,Utah St.,2319763,69.0,22.27,31,108.59,76.77,-0.56,-0.36,-0.2,-2.08,-1.72,-0.36,15,3,0.48,0.1,MWC
Taliyah Logwood,Utah St.,2319767,69.0,17.41,23,97.3,92.82,1.02,0.66,0.36,-1.2,-1.6,0.4,37,8,1.61,0.35,MWC
Kaelyn Hamilton,San Diego St.,2319887,69.0,12.03,32,92.51,86.53,0.68,0.14,0.54,1.35,0.78,0.57,17,2,0.53,0.06,MWC
Bailey Barnhard,San Diego St.,2319892,73.0,6.1,27,93.39,99.12,0.48,0.26,0.22,-0.65,-0.06,-0.59,5,2,0.19,0.07,MWC
Nat Martinez,San Diego St.,2319893,67.0,22.99,33,95.1,111.09,2.7,1.83,0.86,1.94,2.21,-0.27,19,7,0.58,0.21,MWC
Naomi Panganiban,San Diego St.,2319895,67.0,25.63,33,97.95,95.47,2.07,1.36,0.71,-1.35,-0.66,-0.7,18,3,0.55,0.09,MWC
Mecca Alexander,San Jose St.,2319970,67.0,7.8,17,107.67,31.89,-0.55,-0.53,-0.03,-2.56,-2.34,-0.22,1,1,0.06,0.06,MWC
Stella Sgro,San Jose St.,2319973,71.0,5.44,17,103.79,79.5,-0.01,-0.03,0.02,-0.04,-0.6,0.56,4,1,0.24,0.06,MWC
Milly Sharp,Boise St.,2329270,69.0,5.4,25,93.51,64.31,-0.02,-0.2,0.18,2.79,1.48,1.3,9,3,0.36,0.12,MWC
Libby Hutton,Boise St.,2329272,72.0,9.64,28,97.69,78.92,0.13,-0.1,0.23,-1.0,-1.84,0.84,6,9,0.21,0.32,MWC
Teryn Gardner,Boise St.,2329279,69.0,12.3,30,97.23,96.86,0.81,0.47,0.34,0.15,0.26,-0.11,16,1,0.53,0.03,MWC
